PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Owner Type
NY5930069,796 BEDFORD ROAD APARTMENTS,Community water system,Ground water,Westchester,BEDFORD (T),40,5,Private
NY2202351,ADAMS (T) WD #1 & 2  (ADAMS CENTER),Community water system,Ground water purchased,Jefferson,ADAMS (T),1000,4,Private
NY1006328,ADAMS CROSSING MOBILE HOME PARK,Community water system,Ground water,Columbia,NEW LEBANON (T),70,5,Private
NY2202328,ADAMS VILLAGE,Community water system,Ground water,Jefferson,ADAMS (T),2000,13,Local government
NY5001203,ADDISON VILLAGE,Community water system,Ground water,Steuben,ADDISON (V),1850,9,Local government
NY5230211,ADELAAR WATER DISTRICT,Community water system,Surface water purchased,Sullivan,THOMPSON (T),1000,3,Local government
NY1510497,ADIRONDACK CORRECTIONAL FACILITY,Community water system,Surface water,Essex,NORTH ELBA (T),2400,11,State government
NY5621920,ADIRONDACK LODGES - ADIRONDACK,Community water system,Ground water,Warren,HORICON (T),150,10,Private
NY0801738,AFTON VILLAGE,Community water system,Ground water,Chenango,AFTON (V),838,13,Local government
NY5301406,AIRWAYS MHP,Community water system,Ground water,Tioga,TIOGA (T),69,5,Private
NY1400397,AKRON VILLAGE,Community water system,Surface water,Erie,AKRON  (V),3100,17,Local government
NY1830035,ALABAMA WATER DISTRICT NO.1,Community water system,Surface water purchased,Genesee,,90,4,Local government
NY1830051,ALABAMA WATER DISTRICT NO.2,Community water system,Unknown Primary Source,Genesee,ALABAMA (T),692,1,Local government
NY0100189,ALBANY CITY,Community water system,Surface water,Albany,ALBANY (C),101082,12,Local government
NY2902815,ALBERTSON WD,Community water system,Ground water,Nassau,NORTH HEMPSTEAD (T),13500,20,Local government
NY3623006,ALBION TOWN,Community water system,Surface water purchased,Orleans,ALBION (T),2725,3,Local government
NY3600596,ALBION VILLAGE,Community water system,Surface water,Orleans,ALBION (V),6000,10,Local government
NY1400398,ALDEN VILLAGE,Community water system,Ground water,Erie,ALDEN (T),2666,14,Local government
NY1830045,ALEXANDER TOWN WD2,Community water system,Unknown Primary Source,Genesee,,127,1,Local government
NY1800542,ALEXANDER VILLAGE,Community water system,Surface water purchased,Genesee,ALEXANDER (V),785,6,Local government
NY2202329,ALEXANDRIA BAY VILLAGE,Community water system,Surface water,Jefferson,ALEXANDRIA BAY (V),1900,6,Local government
NY2202356,ALEXANDRIA TOWN WD #1 - OTTER STREET,Community water system,Surface water purchased,Jefferson,ALEXANDRIA BAY (V),60,3,Local government
NY2230107,ALEXANDRIA TOWN WD #2 - REDWOOD,Community water system,Surface water purchased,Jefferson,,500,3,Local government
NY0220581,ALFRED STATE COLLEGE,Community water system,Ground water purchased,Allegany,ALFRED (V),3600,3,State government
NY0220582,ALFRED UNIVERSITY,Community water system,Ground water purchased,Allegany,ALFRED (V),2800,2,Private
NY0200309,ALFRED VILLAGE WATER SUPPLY,Community water system,Ground water,Allegany,ALFRED (V),1300,9,Local government
NY0220580,ALLEGANY COUNTY WATER DISTRICT #1,Community water system,Purchased ground water under influence of surface water source,Allegany,AMITY (T),200,2,Local government
NY0430102,ALLEGANY TOWN COMPREHENSIVE WD (2008),Community water system,Ground water purchased,Cattaraugus,ALLEGANY (T),274,2,Local government
NY0400331,ALLEGANY TOWN CONSOLIDATED DISTRICT #1,Community water system,Ground water purchased,Cattaraugus,ALLEGANY (T),480,2,Local government
NY0430040,ALLEGANY TOWN DISTRICT #3 (NORTH AREA),Community water system,Ground water purchased,Cattaraugus,ALLEGANY (T),121,3,Local government
NY0430041,ALLEGANY TOWN DISTRICT #8 (ST. BONAS),Community water system,Ground water purchased,Cattaraugus,ALLEGANY (T),1850,2,Local government
NY0400330,ALLEGANY VILLAGE,Community water system,Ground water,Cattaraugus,ALLEGANY (V),2000,12,Local government
NY0200310,ALMOND VILLAGE PUBLIC WATER,Community water system,Ground water,Allegany,ALMOND (V),480,7,Local government
NY5501382,ALOHA HOME ACRES,Community water system,Ground water,Ulster,PLATTEKILL (T),452,12,Private
NY3905706,ALPINE ACRES WATER DISTRICT,Community water system,Ground water,Putnam,PATTERSON (T),150,6,Local government
NY4519064,ALPINE ESTATES,Community water system,Ground water,Saratoga,GREENFIELD (T),40,6,Private
NY5501379,ALPINE HEIGHTS TRAILER PARK,Community water system,Ground water,Ulster,HURLEY (T),60,3,Private
NY2500945,ALPINE MANOR HOME FOR ADULTS,Community water system,Ground water,Livingston,LIMA (T),36,3,Private
NY0100190,ALTAMONT VILLAGE,Community water system,Ground water,Albany,ALTAMONT (V),2000,12,Local government
NY0919482,ALTONA CORRECTIONAL FACILITY,Community water system,Ground water,Clinton,ALTONA  (T),800,22,State government
NY5903458,AMAWALK HEIGHTS WATER DISTRICT,Community water system,Surface water purchased,Westchester,SOMERS (T),400,2,Local government
NY5903459,AMAWALK-SHENOROCK WATER DIST.,Community water system,Surface water purchased,Westchester,SOMERS (T),3800,18,Public/Private
NY1302759,AMENIA WATER DISTRICT NO 1,Community water system,Ground water,Dutchess,AMENIA (T),1001,16,Local government
NY2530018,AMERICAN ROCK SALT/GROVELAND,Community water system,Surface water purchased,Livingston,GROVELAND (T),382,4,Private
NY2800136,AMSTERDAM (C),Community water system,Surface water,Montgomery,AMSTERDAM (C),20700,17,Local government
NY2811730,AMSTERDAM (T),Community water system,Surface water purchased,Montgomery,AMSTERDAM (T),3000,6,Local government
NY1200248,ANDES WATER DISTRICT,Community water system,Groundwater under influence of surface water,Delaware,ANDES (T),260,8,Local government
NY0200311,ANDOVER VILLAGE PUBLIC WATER,Community water system,Ground water,Allegany,ANDOVER (V),1130,9,Local government
NY0200312,ANGELICA VILLAGE PUBLIC WATER,Community water system,Groundwater under influence of surface water,Allegany,ANGELICA (V),950,10,Local government
NY0700781,ANGIES MOBILE HOMES LLC,Community water system,Ground water,Chemung,CATLIN (T),90,8,Private
NY1400411,ANGOLA VILLAGE,Community water system,Surface water purchased,Erie,ANGOLA  (V),4050,4,Local government
NY5621608,ANTLERS AT DIAMOND POINT,Community water system,Surface water,Warren,LAKE GEORGE (T),125,6,Private
NY4501806,ANTONE MOUNTAIN MOBILE HOME PARK,Community water system,Ground water,Saratoga,CORINTH (V),118,12,Private
NY2202330,ANTWERP VILLAGE,Community water system,Ground water,Jefferson,ANTWERP (V),900,7,Local government
NY1800845,APPLE GROVE MHP,Community water system,Ground water,Genesee,BATAVIA (T),100,4,Private
NY3321981,APPLE RIDGE APARTMENTS EAST,Community water system,Ground water,Onondaga,LA FAYETTE (T),44,7,Private
NY3322466,APPLE RIDGE APARTMENTS WEST,Community water system,Ground water,Onondaga,LA FAYETTE (T),75,11,Private
NY5917105,APPLEHILL FARM WATER DISTRICT,Community water system,Surface water purchased,Westchester,MOUNT PLEASANT (T),209,2,Local government
NY5501273,AQUEDUCT COMMUNITY MHP,Community water system,Ground water,Ulster,WAWARSING (T),60,3,Private
NY1303214,ARBOR ARMS APARTMENTS,Community water system,Ground water,Dutchess,PLEASANT VALLEY (T),70,9,Private
NY5922910,ARBOR HILLS WATER WORKS,Community water system,Ground water,Westchester,LEWISBORO (T),180,8,Private
NY1303219,ARBORS CONDOMINIUMS WATER DISTRICT,Community water system,Surface water purchased,Dutchess,HYDE PARK (T),450,19,Local government
NY6030013,ARCADE VALLEY ESTATES,Community water system,Ground water purchased,Wyoming,ARCADE (T),450,3,Private
NY6000608,ARCADE VILLAGE,Community water system,Ground water,Wyoming,ARCADE (V),2630,13,Local government
NY5800669,ARCADIA MOBILE HOME PARK,Community water system,Groundwater under influence of surface water,Wayne,ARCADIA (T),75,7,Private
NY5821130,ARCADIA-LYONS CSA,Community water system,Surface water purchased,Wayne,LYONS (T),5760,18,Private
NY5618220,ARCADY BAY ESTATES,Community water system,Surface water,Warren,HAGUE (T),470,9,Private
NY4430200,ARCHAUT ENTERPRISE LLC,Community water system,Ground water,St. Lawrence,POTSDAM (T),25,5,Private
NY3905695,ARCHER ESTATES,Community water system,Ground water,Putnam,CARMEL (T),120,5,Private
NY5700116,ARGYLE VILLAGE,Community water system,Ground water,Washington,ARGYLE (V),495,15,Local government
NY0310339,ARK PARK,Community water system,Ground water,Broome,MAINE (T),170,8,Private
NY5001204,ARKPORT VILLAGE,Community water system,Groundwater under influence of surface water,Steuben,ARKPORT (V),835,8,Local government
NY1200249,ARKVILLE WATER DISTRICT,Community water system,Ground water,Delaware,MIDDLETOWN (T),400,10,Local government
NY3503588,ARLUCK WATER DISTRICT,Community water system,Ground water,Orange,WAWAYANDA (T),118,4,Local government
NY3503536,ARROW PARK INC.,Community water system,Ground water,Orange,MONROE (T),83,3,Private
NY0430123,ASHFORD WEST VALLEY TOWN WATER DISTRICT,Community water system,Ground water,Cattaraugus,ASHFORD (T),410,6,Local government
NY1930097,ASHLAND WATER DISTRICT,Community water system,Ground water,Greene,ASHLAND  (T),174,5,Local government
NY1730083,ASPEN HILLS WATER DISTRICT,Community water system,Surface water purchased,Fulton,JOHNSTOWN (T),60,2,Local government
NY1900024,ATHENS VILLAGE,Community water system,Surface water,Greene,ATHENS (V),1700,6,Local government
NY6030008,ATTICA CORRECTIONAL,Community water system,Surface water purchased,Wyoming,ATTICA (T),2000,4,State government
NY6000607,ATTICA VILLAGE,Community water system,Surface water,Wyoming,"ALEXANDER (T), ALEXANDER (V), ATTICA (V)",2659,15,Local government
NY0501710,AUBURN,Community water system,Surface water,Cayuga,AUBURN (C),27179,17,Local government
NY0501711,AURELIUS WD NO 1,Community water system,Surface water purchased,Cayuga,AURELIUS (T),440,3,Local government
NY0511731,AURELIUS WD NO 2,Community water system,Surface water purchased,Cayuga,AURELIUS (T),520,2,Local government
NY0511732,AURELIUS WD NO 3,Community water system,Surface water purchased,Cayuga,AURELIUS (T),872,5,Local government
NY0501714,AURORA VILLAGE,Community water system,Surface water purchased,Cayuga,AURORA (V),426,4,Local government
NY1516260,AUSABLE FORKS WD,Community water system,Ground water,Essex,JAY (T),900,9,Local government
NY0910809,AUSABLE HEIGHTS WATER SYSTEM,Community water system,Ground water,Clinton,AUSABLE (T),46,13,Private
NY1330651,"AVEONIS WD, FISHKILL TOWN",Community water system,Ground water purchased,Dutchess,FISHKILL (T),25,2,Local government
NY5001205,AVOCA VILLAGE,Community water system,Ground water,Steuben,AVOCA (V),970,5,Local government
NY2501016,AVON TOWN WD,Community water system,Surface water purchased,Livingston,AVON (T),3000,10,Local government
NY2501012,AVON VILLAGE,Community water system,Surface water,Livingston,AVON (V),3000,11,Local government
NY5405829,BAILEY PARK,Community water system,Ground water,Tompkins,DANBY (T),37,6,Private
NY0801739,BAINBRIDGE VILLAGE,Community water system,Ground water,Chenango,BAINBRIDGE (V),1550,10,Local government
NY0630030,BAKER ESTATES,Community water system,Groundwater under influence of surface water,Chautauqua,HARMONY (T),50,6,Private
NY3304307,BALDWINSVILLE VILLAGE,Community water system,Ground water,Onondaga,BALDWINSVILLE (V),9200,17,Local government
NY4500162,BALLSTON SPA VILLAGE,Community water system,Ground water,Saratoga,BALLSTON SPA (V),5409,24,Local government
NY5630038,BALSAM CREST HOMEOWNERS ASSOC,Community water system,Ground water,Warren,WARRENSBURG (T),50,9,Private
NY1600001,BANGOR WD,Community water system,Ground water,Franklin,BANGOR (T),375,8,Local government
NY1313839,BARD COLLEGE,Community water system,Surface water,Dutchess,RED HOOK (T),1400,10,Private
NY3100556,BARKER VILLAGE,Community water system,Surface water purchased,Niagara,BARKER (V),577,3,Local government
NY4410150,BARKERS MOBILE HOME COLONY,Community water system,Ground water,St. Lawrence,ROSSIE (T),40,8,Private
NY1206335,BARNES MOBILE HOME PARK,Community water system,Ground water,Delaware,SIDNEY (T),95,3,Private
NY3202410,BARNEVELD WATER DISTRICT,Community water system,Ground water,Oneida,"BARNEVELD (V), TRENTON (T)",400,19,Local government
NY3630002,BARRE TOWN WDS,Community water system,Surface water purchased,Orleans,BARRE (T),1220,3,Local government
NY5300244,BARTON (T),Community water system,Ground water,Tioga,BARTON (T),300,6,Local government
NY1800544,BATAVIA CITY,Community water system,Surface water,Genesee,BATAVIA (C),15475,13,Local government
NY1800554,BATAVIA CONSOLIDATED W.D.,Community water system,Surface water purchased,Genesee,BATAVIA (T),8960,7,Local government
NY5011945,BATH VA HOSPITAL,Community water system,Ground water,Steuben,BATH (T),405,7,Private
NY5001206,BATH VILLAGE CONSOLIDATED SAMPLING AREA,Community water system,Ground water,Steuben,BATH (V),6298,19,Local government
NY4100061,BATTISTI PUBLIC WATER SUPPLY,Community water system,Ground water,Rensselaer,SCHODACK (T),163,5,Private
NY0602925,BAYBERRY LANDING CONDOMINIUMS,Community water system,Ground water,Chautauqua,CHAUTAUQUA (T),108,4,Private
NY2902816,BAYVILLE (V),Community water system,Ground water,Nassau,BAYVILLE (V),6700,12,Local government
NY1302760,BEACON CITY,Community water system,Surface water,Dutchess,BEACON (C),19000,15,Local government
NY1310806,BEACON HILLS WATER DISTRICT,Community water system,Ground water purchased,Dutchess,FISHKILL (T),999,8,Local government
NY5405793,BEACONVIEW MHP,Community water system,Ground water,Tompkins,DRYDEN (V),110,5,Private
NY4317681,BEAR MOUNTAIN WATER SUPPLY,Community water system,Surface water,"Orange, Rockland","HIGHLANDS (T), STONY POINT (T), WOODBURY (T)",3564,14,State government
NY5903438,BEAR RIDGE LAKE WATER DISTRICT,Community water system,Surface water purchased,Westchester,MOUNT PLEASANT (T),518,2,Local government
NY3503550,BEAVER DAM LAKE WATER CORP.,Community water system,Groundwater under influence of surface water,Orange,NEW WINDSOR (T),487,7,Private
NY2402358,BEAVER FALLS WATER DISTRICT,Community water system,Ground water purchased,Lewis,"CROGHAN (T), NEW BREMEN (T)",782,3,Local government
NY0701007,BEAVER VALLEY WATER DISTRICT,Community water system,Ground water,Chemung,CATLIN (T),365,5,Local government
NY5903419,BEDFORD CONSOLIDATED W.D.,Community water system,Surface water purchased,Westchester,BEDFORD (T),9056,22,Local government
NY1302787,BEEKMAN COUNTRY CLUB,Community water system,Ground water,Dutchess,EAST FISHKILL (T),1200,13,Private
NY1302116,BEEKMAN MOBILE HOME PARK 2,Community water system,Ground water,Dutchess,BEEKMAN  (T),100,7,Private
NY3501331,BEL-AIR TRAILER PARK,Community water system,Ground water,Orange,MONTGOMERY (T),34,5,Private
NY0319698,BELDEN PARK,Community water system,Ground water,Broome,COLESVILLE (T),50,18,Private
NY0200313,BELFAST WATER DISTRICT,Community water system,Ground water,Allegany,BELFAST (T),850,18,Local government
NY5530246,BELLA TERRA APARTMENTS,Community water system,Ground water,Ulster,NEW PALTZ (T),65,5,Private
NY5501276,BELLA VISTA MHP,Community water system,Ground water,Ulster,GARDINER (T),39,4,Private
NY1006319,BELLS POND MOBILE PARK NORTH,Community water system,Ground water,Columbia,LIVINGSTON (T),150,13,Private
NY3503889,BELLVALE COMMUNITY,Community water system,Ground water,Orange,CHESTER  (T),180,6,Private
NY3503602,BELLVALE PARK W.D.,Community water system,Ground water,Orange,WARWICK (T),100,4,Local government
NY0200314,BELMONT VILLAGE PUBLIC WATER,Community water system,Groundwater under influence of surface water,Allegany,BELMONT (V),2400,11,Public/Private
NY0630085,BEMUS BAY CONDOMINIUMS,Community water system,Ground water,Chautauqua,"BEMUS POINT (V), ELLERY (T)",120,6,Private
NY5006496,BENDING RIVER ESTATES,Community water system,Ground water,Steuben,LINDLEY (T),41,3,Private
NY0506416,BENNETTS MOBILE COURT,Community water system,Ground water,Cayuga,MONTEZUMA (T),91,12,Private
NY6130010,BENTON WD #1,Community water system,Ground water purchased,Yates,BENTON (T),320,2,Local government
NY6130026,BENTON WD #2,Community water system,Surface water purchased,Yates,BENTON (T),500,4,Local government
NY6130011,BENTON WD #3,Community water system,Ground water purchased,Yates,BENTON (T),332,2,Local government
NY1320264,BENWOOD KNOLLS MOBILE HOME PARK,Community water system,Ground water,Dutchess,NORTHEAST (T),87,8,Private
NY1321409,BERKSHIRE APARTMENTS,Community water system,Ground water,Dutchess,AMENIA (T),80,4,Private
NY1010294,BERKSHIRE FARM CENTER,Community water system,Ground water,Columbia,CANAAN (T),420,11,Private
NY4104503,BERLIN WATER DISTRICT # 2,Community water system,Ground water,Rensselaer,BERLIN (T),700,11,Public/Private
NY1830054,BETHANY WATER DISTRICT NO. 4,Community water system,Surface water purchased,Genesee,BETHANY (T),66,2,Local government
NY5230115,BETHEL SENIOR CITIZEN HOUSING,Community water system,Ground water,Sullivan,BETHEL (T),40,3,Private
NY5203320,BETHEL WATER CO. INC,Community water system,Ground water,Sullivan,BETHEL (T),177,10,Private
NY0100191,BETHLEHEM WD NO 1,Community water system,Surface water,Albany,BETHLEHEM (T),31000,15,Local government
NY2902817,BETHPAGE WD,Community water system,Ground water,Nassau,OYSTER BAY (T),33000,51,Local government
NY0200866,BETWEEN THE HOLLOWS MHP,Community water system,Ground water,Allegany,WELLSVILLE (T),45,4,Private
NY2500792,BIG BAREFOOT MOBILE HOME PARK,Community water system,Ground water,Livingston,YORK (T),79,11,Private
NY0701005,BIG FLATS WATER DISTRICT 4,Community water system,Ground water,Chemung,BIG FLATS (T),266,4,Local government
NY0701011,BIG FLATS WATER DISTRICT 5,Community water system,Ground water,Chemung,BIG FLATS (T),8489,12,Local government
NY3510816,"BIG SKY II, LLC",Community water system,Ground water,Orange,WALLKILL (T),22,3,Private
NY1400842,BIG TREE MOBILE HOME PARK,Community water system,Ground water,Erie,WALES (T),99,6,Private
NY0301652,BINGHAMTON (T) CONSOLIDATED WD,Community water system,Surface water purchased,Broome,BINGHAMTON (T),2600,6,Local government
NY0301651,"BINGHAMTON, CITY OF",Community water system,Surface water,Broome,BINGHAMTON (C),47600,45,Local government
NY3930047,BIRCH HILL ACRES,Community water system,Ground water,Putnam,SOUTHEAST (T),60,4,Private
NY1330021,BIRCH HILL WATER,Community water system,Ground water,Dutchess,BEEKMAN  (T),200,11,Private
NY1610672,BIRCH PARK,Community water system,Ground water,Franklin,HARRIETSTOWN (T),90,8,Private
NY0700769,BIRCHLAND MHC,Community water system,Ground water,Chemung,CHEMUNG (T),50,7,Private
NY1606312,BIRCHWOOD ACRES,Community water system,Ground water,Franklin,WESTVILLE (T),40,7,Private
NY1310668,BIRCHWOOD MOBILE HOME PARK,Community water system,Ground water,Dutchess,WAPPINGER (T),56,4,Private
NY3700995,BISBOS TRAILER PARK,Community water system,Ground water,Oswego,CONSTANTIA (T),29,12,Private
NY0930151,BLACK BROOK WD #1,Community water system,Ground water purchased,Clinton,BLACK BROOK (T),594,4,Local government
NY0900210,BLACK BROOK WD NO2,Community water system,Ground water,Clinton,BLACK BROOK (T),81,8,Private
NY5520381,BLACK CREEK APTS,Community water system,Ground water,Ulster,ESOPUS (T),80,4,Private
