seg_id,within_period,use,type,parameter,fraction,units,n_samples_collected,n_years_sampled,n_exceedances,n_years_w_exceedances,n_no_result_value_provided,n_threshold_data_absent,notes
1310-0046,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1310-0046,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1310-0046,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
1310-0046,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1310-0046,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1311-0001,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,1,0,0,0,4,none
1311-0001,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,0,0,0,0,none
1311-0001,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,0,0,0,0,none
1311-0001,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,4,1,2,1,0,0,none
1311-0001,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,4,1,2,1,0,0,none
1311-0001,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,4,1,0,0,0,0,none
1311-0001,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,4,1,0,0,0,0,none
1311-0001,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,4,1,0,0,0,0,none
1311-0001,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,4,1,0,0,0,0,none
1311-0001,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,4,1,0,0,0,0,none
1311-0001,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,5,1,0,0,0,5,none
1311-0001,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,8,2,0,0,0,0,none
1311-0001,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,2,8,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1311-0001,TRUE,fishing,none,ph,total,ph_units,4,2,0,0,0,0,none
1311-0001,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,2,2,0,0,none
1311-0001,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,2,2,0,0,none
1311-0001,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,8,2,3,2,0,0,none
1311-0001,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,7,2,3,2,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,5,1,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,8,2,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,8,2,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,6,1,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,6,2,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,6,2,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,8,2,0,0,0,0,none
1311-0001,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,8,2,0,0,0,0,none
1311-0006,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,106,11,0,0,0,106,none
1311-0006,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,24,5,0,0,0,0,none
1311-0006,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,166,23,23,23,0,0,none
1311-0006,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,166,23,23,23,0,0,none
1311-0006,TRUE,fishing,aquatic_acute,arsenic,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_acute,copper,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_acute,nickel,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_acute,zinc,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_chronic,aluminum,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,123,10,0,0,0,123,none
1311-0006,TRUE,fishing,aquatic_chronic,arsenic,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_chronic,copper,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_chronic,nickel,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,aquatic_chronic,zinc,dissolved,ug/l,2,1,0,0,0,0,none
1311-0006,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1311-0006,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1311-0006,TRUE,fishing,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1311-0006,TRUE,secondary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1311-0006,TRUE,primary_contact_recreation,none,total_dissolved_solids,dissolved,mg/l,2,1,0,0,0,0,none
1311-0006,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,66,9,9,9,0,0,none
1311-0006,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,66,9,9,9,0,0,none
1311-0007,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,34,9,0,0,0,0,none
1311-0007,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,34,9,0,0,0,0,none
1311-0007,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,36,7,0,0,0,0,none
1401-0002,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,8,1,0,0,0,8,none
1401-0002,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1401-0002,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1401-0002,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,6,1,0,0,0,4,none
1401-0002,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,1,4,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0002,TRUE,fishing,none,ph,total,ph_units,3,1,2,1,0,0,none
1401-0002,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0002,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0007,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,5,1,0,0,0,5,none
1401-0007,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
1401-0007,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
1401-0008,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,8,1,0,0,0,8,none
1401-0008,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1401-0008,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1401-0008,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,10,2,0,0,0,8,none
1401-0008,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,12,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0008,TRUE,fishing,none,ph,total,ph_units,6,2,2,2,0,0,none
1401-0008,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,2,2,0,0,none
1401-0008,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,2,2,0,0,none
1401-0014,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,3,none
1401-0014,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1401-0014,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1401-0031,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,0,none
1401-0031,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0031,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1401-0039,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0039,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
1401-0039,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
1401-0045,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,10,2,0,0,0,10,none
1401-0045,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1401-0045,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1401-0046,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0046,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0046,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0046,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0046,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
1401-0046,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0046,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0049,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0049,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0049,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0050,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,9,2,0,0,0,9,none
1401-0050,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0050,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0051,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,3,none
1401-0051,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
1401-0051,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
1401-0051,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,10,2,0,0,0,9,none
1401-0051,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,12,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0051,TRUE,fishing,none,ph,total,ph_units,6,2,2,1,0,0,none
1401-0051,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,2,1,1,0,0,none
1401-0051,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,2,1,1,0,0,none
1401-0053,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,9,2,0,0,0,9,none
1401-0053,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,0,0,0,0,none
1401-0053,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,10,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0053,TRUE,fishing,none,ph,total,ph_units,6,2,1,1,0,0,none
1401-0053,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0053,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0056,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,10,2,0,0,0,10,none
1401-0056,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0056,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0058,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,20,4,0,0,0,20,none
1401-0058,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,3,1,0,0,0,0,none
1401-0058,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,6,2,4,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0058,TRUE,fishing,none,ph,total,ph_units,6,2,0,0,0,0,none
1401-0058,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,18,4,4,4,0,0,none
1401-0058,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,18,4,4,4,0,0,none
1401-0063,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,9,3,0,0,0,9,none
1401-0063,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,9,3,3,3,0,0,none
1401-0063,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,9,3,3,3,0,0,none
1401-0074,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
1401-0074,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
1401-0074,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
1401-0074,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0074,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1401-0074,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0074,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0075,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,2,0,0,0,2,none
1401-0075,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0075,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0075,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1401-0075,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0075,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1401-0075,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0075,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0079,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,13,1,0,0,0,13,none
1401-0079,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,1,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0079,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1401-0079,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,7,1,0,0,0,0,none
1401-0079,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,7,1,0,0,0,0,none
1401-0080,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,66,5,0,0,0,66,none
1401-0080,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,34,5,0,0,0,0,none
1401-0080,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,34,5,0,0,0,0,none
1401-0081,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1401-0081,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0081,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1401-0081,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0081,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0083,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0083,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0083,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0085,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0085,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0085,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0091,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,6,2,0,0,0,6,none
1401-0091,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,1,1,0,0,none
1401-0091,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,1,1,0,0,none
1401-0091,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,67,10,0,0,0,67,none
1401-0091,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,66,9,0,0,0,0,none
1401-0091,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,66,9,0,0,0,0,none
1401-0093,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,1,0,0,0,4,none
1401-0093,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
1401-0093,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,0,0,0,0,none
1401-0095,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0095,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0096,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
1401-0096,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,2,1,1,0,0,none
1401-0096,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,2,1,1,0,0,none
1401-0097,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,6,2,0,0,0,6,none
1401-0097,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,1,1,0,0,none
1401-0097,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,1,1,0,0,none
1401-0099,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0099,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0099,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0099,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,13,1,0,0,0,13,none
1401-0099,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0099,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
1401-0099,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,7,1,0,0,0,0,none
1401-0099,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,7,1,0,0,0,0,none
1401-0105,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1401-0105,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0105,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0106,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
1401-0106,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,1,1,0,0,none
1401-0106,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,2,1,1,0,0,none
1401-0107,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1401-0107,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0107,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0107,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0107,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
1401-0107,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0107,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0110,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
1401-0110,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0110,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,1,1,0,0,none
1401-0120,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,8,2,0,0,0,8,none
1401-0120,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0120,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
1401-0124,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,60,9,0,0,0,60,none
1401-0124,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,11,2,0,0,0,0,none
1401-0124,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,44,9,9,9,0,0,none
1401-0124,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,44,9,9,9,0,0,none
1401-0124,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,59,9,0,0,0,59,none
1401-0124,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,59,8,8,8,0,0,none
1401-0124,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,59,8,8,8,0,0,none
1401-0129,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,119,11,0,0,0,119,none
1401-0129,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,16,2,0,0,0,0,none
1401-0129,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,153,23,0,0,0,0,none
1401-0129,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,153,23,0,0,0,0,none
1401-0129,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,135,10,0,0,0,135,none
1401-0129,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,64,9,0,0,0,0,none
1401-0129,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,64,9,0,0,0,0,none
1401-0134,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,28,5,5,5,0,0,none
1401-0134,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,28,5,5,5,0,0,none
1401-0134,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
1401-0134,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,1,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1401-0134,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
1401-0134,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0134,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,1,1,0,0,0,0,none
1401-0140,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,9,2,0,0,0,9,none
1401-0140,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1401-0140,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,0,0,0,0,none
1401-0141,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,126,10,0,0,0,126,none
1401-0141,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,34,5,0,0,0,0,none
1401-0141,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,86,14,0,0,0,0,none
1401-0141,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,86,14,0,0,0,0,none
1401-0141,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,146,10,0,0,0,146,none
1401-0141,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,4,1,0,0,0,0,none
1401-0141,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,0,0,0,0,none
1401-0141,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,0,0,0,0,none
1402-0001,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,1,0,0,0,4,none
1402-0001,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1402-0001,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,3,1,1,1,0,0,none
1402-0001,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,5,2,0,0,0,2,none
1402-0001,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,3,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
1402-0001,TRUE,fishing,none,ph,total,ph_units,5,3,0,0,0,0,none
1402-0001,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,1,1,0,0,none
1402-0001,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,1,1,0,0,none
1402-0003,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,14,1,0,0,0,14,none
1402-0003,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,6,1,0,0,0,0,none
1402-0003,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,6,1,0,0,0,0,none
